,Unnamed: 0,id,teams,home.rushingTDs,home.passingTDs,home.kickReturnYards,home.kickReturnTDs,home.kickReturns,home.kickingPoints,home.interceptionYards,home.interceptionTDs,home.passesIntercepted,home.fumblesRecovered,home.totalFumbles,home.tacklesForLoss,home.defensiveTDs,home.tackles,home.sacks,home.qbHurries,home.passesDeflected,home.firstDowns,home.thirdDownEff,home.fourthDownEff,home.totalYards,home.netPassingYards,home.completionAttempts,home.yardsPerPass,home.rushingYards,home.rushingAttempts,home.yardsPerRushAttempt,home.totalPenaltiesYards,home.turnovers,home.fumblesLost,home.interceptions,home.possessionTime,away.rushingTDs,away.puntReturnYards,away.puntReturnTDs,away.puntReturns,away.passingTDs,away.kickReturnYards,away.kickReturnTDs,away.kickReturns,away.interceptionYards,away.interceptionTDs,away.passesIntercepted,away.fumblesRecovered,away.totalFumbles,away.tacklesForLoss,away.defensiveTDs,away.tackles,away.sacks,away.qbHurries,away.passesDeflected,away.firstDowns,away.thirdDownEff,away.fourthDownEff,away.totalYards,away.netPassingYards,away.completionAttempts,away.yardsPerPass,away.rushingYards,away.rushingAttempts,away.yardsPerRushAttempt,away.totalPenaltiesYards,away.turnovers,away.fumblesLost,away.interceptions,away.possessionTime,home.puntReturnYards,home.puntReturnTDs,home.puntReturns,away.kickingPoints
10,0,401012868,,2,1,82.0,0.0,2.0,12.0,51.0,0.0,2.0,0,1.0,6.0,0.0,39.0,3.0,7.0,7.0,16,4-13,1-2,312,194,13-29,6.7,118,35,3.4,6-47,2,1,1,24:09,0.0,6.0,0.0,2.0,1.0,103.0,0.0,3.0,24.0,1.0,1.0,1,3.0,6.0,1.0,35.0,3.0,3.0,3.0,22,7-20,1-2,335,215,19-50,4.3,120,37,3.2,6-25,2,0,2,35:44,10.0,0.0,4.0,8.0
11,0,401012811,,5,3,178.0,1.0,5.0,9.0,0.0,0.0,1.0,0,2.0,4.0,1.0,42.0,0.0,0.0,4.0,30,12-15,0-0,712,281,13-21,13.4,431,48,9.0,7-85,0,0,0,34:15,1.0,14.0,0.0,2.0,2.0,221.0,0.0,10.0,,,,0,,4.0,0.0,42.0,1.0,0.0,1.0,20,6-15,1-1,493,261,14-32,8.2,232,35,6.6,2-25,1,0,1,25:45,23.0,0.0,3.0,15.0
12,0,401012847,,3,1,15.0,0.0,2.0,7.0,,,,0,,2.0,0.0,39.0,0.0,4.0,8.0,26,8-12,0-1,473,156,12-23,6.8,317,46,6.9,4-19,2,0,2,31:51,1.0,,,,1.0,36.0,0.0,2.0,3.0,0.0,2.0,0,,4.0,0.0,43.0,1.0,1.0,3.0,13,9-19,1-1,333,261,20-39,6.7,72,26,2.8,4-50,0,0,0,28:09,8.0,0.0,2.0,5.0
13,0,401013341,,3,2,28.0,0.0,3.0,4.0,,,,1,6.0,5.0,0.0,43.0,1.0,1.0,2.0,23,3-9,0-1,481,252,18-32,7.9,229,40,5.7,6-46,3,2,1,26:13,3.0,-2.0,0.0,1.0,1.0,25.0,0.0,2.0,0.0,0.0,1.0,2,2.0,3.0,0.0,32.0,1.0,0.0,4.0,27,4-14,1-1,450,266,22-33,8.1,184,49,3.8,5-44,1,1,0,33:26,2.0,0.0,1.0,7.0
14,0,401012877,,0,0,39.0,0.0,2.0,3.0,12.0,0.0,2.0,0,5.0,1.0,0.0,39.0,0.0,0.0,2.0,9,3-15,0-1,100,74,8-24,3.1,26,29,0.9,3-25,2,2,0,23:04,2.0,5.0,0.0,1.0,0.0,49.0,0.0,1.0,,,,2,2.0,8.0,0.0,25.0,4.0,0.0,5.0,19,5-14,1-1,356,87,11-22,4.0,269,46,5.8,4-33,2,0,2,36:56,0.0,0.0,1.0,6.0
15,0,401012869,,1,4,33.0,0.0,5.0,8.0,,,,1,2.0,3.0,0.0,50.0,1.0,0.0,2.0,20,6-12,2-2,434,333,23-32,10.4,101,31,3.3,6-60,2,0,2,25:55,4.0,38.0,0.0,1.0,1.0,93.0,0.0,4.0,11.0,0.0,2.0,0,1.0,6.0,0.0,40.0,1.0,0.0,2.0,22,7-14,1-1,393,275,21-32,8.6,118,37,3.2,8-75,0,0,0,33:57,24.0,0.0,1.0,6.0
16,0,401012812,,5,2,52.0,0.0,3.0,13.0,,,,2,3.0,5.0,0.0,37.0,3.0,4.0,5.0,20,4-9,0-0,646,216,18-25,8.6,430,35,12.3,7-70,3,2,1,27:10,2.0,0.0,0.0,1.0,2.0,92.0,0.0,4.0,0.0,0.0,1.0,2,3.0,6.0,0.0,40.0,1.0,1.0,1.0,20,6-15,0-1,438,260,15-28,9.3,178,42,4.2,2-15,2,2,0,32:50,-1.0,0.0,1.0,7.0
17,0,401012894,,3,2,27.0,0.0,1.0,6.0,77.0,1.0,2.0,1,0.0,6.0,1.0,30.0,5.0,1.0,1.0,20,8-15,1-3,403,144,11-17,8.5,259,52,5.0,7-60,0,0,0,37:41,1.0,1.0,0.0,1.0,0.0,13.0,0.0,1.0,,,,0,1.0,2.0,0.0,49.0,1.0,1.0,4.0,11,2-10,1-1,184,118,8-17,6.9,66,28,2.4,3-20,3,1,2,20:48,54.0,0.0,2.0,1.0
18,0,401013345,,2,1,,,,3.0,,,,1,1.0,6.0,0.0,39.0,0.0,2.0,4.0,16,5-15,2-4,249,141,16-29,4.9,108,40,2.7,0-0,0,0,0,30:24,2.0,54.0,0.0,4.0,2.0,52.0,0.0,3.0,,,,0,1.0,6.0,0.0,43.0,5.0,2.0,5.0,25,5-14,3-3,464,343,22-34,10.1,121,40,3.0,8-58,1,1,0,29:36,12.0,0.0,1.0,7.0
19,0,401012886,,0,0,6.0,0.0,1.0,6.0,,,,1,,7.5,0.0,20.0,1.5,2.0,3.0,12,2-15,1-2,274,220,18-44,5.0,54,18,3.0,7-44,3,2,1,22:03,1.0,3.0,0.0,2.0,1.0,,,,12.0,0.0,1.0,2,,1.5,0.0,14.0,0.0,4.0,6.0,21,6-18,0-0,350,227,24-39,5.8,123,43,2.9,4-30,1,1,0,37:00,,,,6.0
20,0,401012813,,4,3,26.0,0.0,3.0,10.0,2.0,0.0,2.0,3,3.0,6.0,0.0,47.0,3.0,7.0,3.0,22,4-12,3-3,606,290,24-34,8.5,316,34,9.3,7-72,2,1,1,29:49,5.0,-15.0,0.0,3.0,0.0,83.0,0.0,6.0,0.0,0.0,1.0,1,7.0,11.0,0.0,33.0,3.0,1.0,3.0,25,7-13,2-2,509,126,11-25,5.0,383,49,7.8,7-66,5,3,2,30:11,33.0,0.0,2.0,5.0
21,0,401012859,,2,2,141.0,0.0,8.0,10.0,2.0,0.0,1.0,3,2.0,7.0,0.0,64.0,1.0,3.0,2.0,18,3-12,1-1,374,243,16-28,8.7,131,30,4.4,3-39,1,0,1,20:42,2.0,4.0,0.0,1.0,1.0,63.0,0.0,2.0,0.0,0.0,1.0,0,3.0,5.0,0.0,41.0,4.0,3.0,3.0,27,8-15,1-1,542,189,14-25,7.6,353,59,6.0,10-93,4,3,1,39:18,,,,15.0
22,0,401013351,,1,1,10.0,0.0,1.0,10.0,6.0,0.0,2.0,1,0.0,5.0,0.0,27.0,3.0,1.0,1.0,23,6-15,2-2,343,160,19-25,6.4,183,47,3.9,3-22,2,2,0,34:04,,,,,,,,,,,,2,0.0,7.0,0.0,55.0,3.0,1.0,1.0,0,0-0,0-0,0,0,0-0,0.0,0,0,0.0,0-0,0,0,0,,4.0,0.0,1.0,
23,0,401013333,,2,2,,,,11.0,,,,1,0.0,5.0,1.0,39.0,3.0,0.0,5.0,22,4-11,0-0,415,150,11-20,7.5,265,41,6.5,5-50,1,0,1,33:08,0.0,,,,1.0,107.0,0.0,5.0,0.0,0.0,1.0,0,,,,,,,,14,0-12,3-5,233,145,21-32,4.5,88,30,2.9,7-81,1,1,0,26:52,,,,4.0
24,0,401012870,,0,1,100.0,0.0,3.0,4.0,3.0,0.0,2.0,0,2.0,3.0,0.0,42.0,2.0,4.0,5.0,16,3-13,0-1,333,269,27-41,6.6,64,22,2.9,3-35,2,2,0,28:54,1.0,25.0,0.0,4.0,1.0,10.0,0.0,1.0,,,,2,0.0,5.0,0.0,35.0,1.0,2.0,4.0,19,7-19,2-2,306,122,15-30,4.1,184,46,4.0,5-40,2,0,2,31:06,-1.0,0.0,2.0,2.0
25,0,401012848,,1,0,120.0,0.0,7.0,1.0,,,,0,1.0,2.0,0.0,32.0,1.0,1.0,3.0,11,4-12,1-2,252,58,8-19,3.1,194,34,5.7,3-30,2,1,1,26:22,3.0,,,,3.0,49.0,0.0,2.0,0.0,0.0,1.0,1,0.0,4.0,0.0,25.0,0.0,2.0,3.0,24,9-14,1-2,453,260,18-27,9.6,193,40,4.8,2-20,0,0,0,33:21,1.0,0.0,1.0,6.0
26,0,401012878,,4,1,102.0,0.0,6.0,9.0,37.0,1.0,1.0,1,4.0,2.0,1.0,58.0,1.0,0.0,2.0,18,4-13,2-2,535,196,7-14,14.0,339,48,7.1,9-88,1,1,0,27:42,4.0,,,,3.0,78.0,0.0,5.0,,,,0,3.0,11.0,0.0,47.0,4.0,0.0,0.0,35,8-14,1-2,688,405,28-38,10.7,283,55,5.1,10-79,3,2,1,31:38,,,,10.0
27,0,401012849,,1,0,31.0,0.0,2.0,1.0,0.0,0.0,1.0,1,2.0,4.0,0.0,31.0,0.0,2.0,8.0,17,5-14,1-4,234,46,5-16,2.9,188,55,3.4,5-62,3,1,2,32:18,0.0,10.0,0.0,2.0,2.0,10.0,0.0,1.0,2.0,0.0,2.0,1,2.0,11.0,0.0,34.0,4.0,0.0,1.0,19,11-19,0-0,322,183,17-37,4.9,139,39,3.6,3-43,2,1,1,27:42,,,,8.0
28,0,401012887,,0,0,29.0,0.0,2.0,9.0,0.0,0.0,1.0,1,5.0,7.0,0.0,34.0,1.0,4.0,8.0,14,4-14,0-2,248,145,16-37,3.9,103,30,3.4,5-45,2,2,0,25:21,0.0,,,,0.0,19.0,0.0,1.0,,,,2,2.0,10.0,0.0,27.0,1.0,1.0,5.0,18,9-20,0-1,289,146,15-41,3.6,143,38,3.8,7-87,2,1,1,34:39,18.0,0.0,3.0,6.0
29,0,401013334,,1,1,104.0,0.0,4.0,2.0,,,,0,3.0,7.0,0.0,38.0,2.0,0.0,3.0,18,5-12,0-3,306,197,19-32,6.2,109,35,3.1,3-34,3,1,2,30:34,3.0,,,,0.0,60.0,0.0,2.0,0.0,0.0,2.0,1,0.0,7.0,0.0,42.0,4.0,0.0,5.0,16,4-13,0-2,325,230,15-21,11.0,95,39,2.4,2-20,0,0,0,29:26,19.0,0.0,1.0,4.0
30,0,401012814,,0,0,25.0,0.0,2.0,,2.0,0.0,1.0,0,1.0,5.0,0.0,35.0,2.0,2.0,4.0,11,2-17,1-6,231,82,12-30,2.7,149,43,3.5,6-68,4,1,3,31:17,4.0,137.0,1.0,8.0,3.0,,,,54.0,0.0,3.0,1,1.0,11.0,2.0,44.0,3.0,3.0,6.0,20,5-12,1-1,395,197,14-23,8.6,198,36,5.5,2-28,1,0,1,28:43,4.0,0.0,2.0,9.0
31,0,401013353,,1,4,33.0,0.0,1.0,14.0,,,,1,1.0,3.0,0.0,56.0,1.0,0.0,3.0,28,5-16,0-0,462,386,31-48,8.0,76,31,2.5,5-48,1,1,0,28:32,4.0,-1.0,0.0,4.0,2.0,39.0,0.0,2.0,,,,1,1.0,6.0,0.0,54.0,3.0,0.0,5.0,24,3-12,0-0,591,206,16-24,8.6,385,51,7.5,13-171,1,1,0,31:28,0.0,0.0,1.0,10.0
32,0,401012860,,1,1,30.0,0.0,2.0,19.0,0.0,0.0,1.0,1,0.0,5.0,0.0,37.0,2.0,6.0,4.0,25,7-15,1-1,507,250,16-28,8.9,257,50,5.1,4-45,1,0,1,35:54,1.0,,,,1.0,,,,0.0,0.0,1.0,0,1.0,1.0,0.0,48.0,0.0,3.0,4.0,20,9-17,0-3,385,195,16-35,5.6,190,40,4.8,7-60,2,1,1,24:06,13.0,0.0,2.0,8.0
33,0,401012871,,2,2,101.0,0.0,5.0,7.0,9.0,0.0,1.0,0,,5.0,0.0,43.0,3.0,3.0,5.0,25,7-13,2-3,419,153,17-28,5.5,266,45,5.9,2-20,0,0,0,34:41,1.0,1.0,0.0,1.0,2.0,30.0,0.0,2.0,,,,0,,5.0,0.0,52.0,0.0,2.0,1.0,24,6-15,4-4,400,260,26-38,6.8,140,33,4.2,3-35,1,0,1,25:19,7.0,0.0,1.0,8.0
34,0,401012861,,2,1,23.0,0.0,1.0,3.0,6.0,0.0,1.0,0,,11.0,0.0,47.0,5.0,0.0,4.0,27,5-14,1-3,487,345,36-51,6.8,142,30,4.7,6-80,1,0,1,28:15,1.0,,,,3.0,,,,0.0,0.0,1.0,0,,4.0,0.0,59.0,2.0,3.0,2.0,26,4-10,0-1,440,310,27-35,8.9,130,34,3.8,6-73,1,0,1,31:45,-1.0,0.0,2.0,4.0
35,0,401012895,,2,5,22.0,0.0,2.0,14.0,53.0,0.0,2.0,0,1.0,5.0,1.0,40.0,3.0,2.0,3.0,28,5-11,0-0,567,318,19-30,10.6,249,37,6.7,12-155,1,1,0,24:36,2.0,,,,3.0,87.0,0.0,6.0,,,,1,0.0,4.0,0.0,37.0,0.0,0.0,3.0,28,6-14,0-0,401,240,23-38,6.3,161,40,4.0,7-72,2,0,2,35:24,98.0,2.0,3.0,9.0
36,0,401012879,,4,1,-1.0,0.0,1.0,8.0,,,,0,2.0,14.5,0.0,50.0,5.0,0.0,2.0,28,3-7,0-0,565,255,14-24,10.6,310,44,7.0,3-23,1,1,0,27:12,0.0,-2.0,0.0,2.0,0.0,118.0,0.0,6.0,,,,1,1.0,2.0,0.0,41.0,1.0,0.0,2.0,13,5-15,0-0,259,185,14-23,8.0,74,36,2.1,7-65,0,0,0,32:48,,,,3.0
37,0,401013335,,0,2,41.0,0.0,2.0,1.0,,,,0,,2.0,0.0,32.0,0.0,1.0,5.0,21,4-11,0-1,359,189,22-33,5.7,170,31,5.5,6-54,4,1,3,24:54,4.0,69.0,1.0,1.0,0.0,,,,25.0,0.0,3.0,1,,1.5,0.0,13.0,0.5,1.0,2.0,19,5-14,3-3,325,124,9-16,7.8,201,47,4.3,2-20,0,0,0,35:06,0.0,0.0,1.0,13.0
38,0,401012815,,1,2,26.0,0.0,1.0,6.0,12.0,0.0,1.0,0,,6.0,0.0,45.0,0.0,4.0,4.0,19,8-13,0-0,371,110,12-18,6.1,261,46,5.7,1-15,0,0,0,28:54,0.0,,,,1.0,85.0,0.0,5.0,,,,0,,4.0,0.0,35.0,1.0,2.0,1.0,24,7-15,2-2,435,281,23-39,7.2,154,32,4.8,7-66,1,0,1,31:06,7.0,0.0,1.0,10.0
39,0,401012850,,1,1,31.0,0.0,1.0,2.0,12.0,0.0,2.0,1,,6.0,0.0,18.0,0.0,1.0,3.0,23,8-18,0-2,310,173,19-44,3.9,137,38,3.6,6-69,2,0,2,31:16,0.0,14.0,0.0,3.0,1.0,42.0,0.0,2.0,31.0,0.0,2.0,0,,6.0,0.0,22.0,2.0,3.0,3.0,10,4-14,0-1,217,109,9-18,6.1,108,35,3.1,8-76,3,1,2,28:44,21.0,0.0,2.0,4.0
40,0,401056702,,1,5,43.0,0.0,2.0,9.0,1.0,0.0,2.0,1,1.0,8.0,0.0,42.0,5.0,4.0,3.0,31,10-18,1-1,607,499,34-41,12.2,108,46,2.3,9-90,2,1,1,35:17,2.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,1.0,1,1.0,10.0,0.0,64.0,4.0,0.0,0.0,21,5-15,0-1,418,265,26-43,6.2,153,25,6.1,3-15,3,1,2,23:36,9.0,0.0,2.0,6.0
41,0,401112229,,2,1,,,,2.0,43.0,1.0,1.0,2,0.0,2.0,2.0,30.0,1.0,0.0,14.0,17,6-13,1-1,308,176,13-18,9.8,132,42,3.1,3-40,1,0,1,32:12,2.0,,,,1.0,70.0,0.0,3.0,0.0,0.0,1.0,0,4.0,5.0,0.0,58.0,4.0,0.0,4.0,23,3-9,1-2,367,193,13-26,7.4,174,34,5.1,4-32,2,1,1,27:48,8.0,0.0,1.0,3.0
42,0,401112212,,0,1,51.0,0.0,2.0,14.0,13.0,0.0,1.0,4,0.0,28.0,0.0,54.0,6.0,3.0,4.0,18,6-19,1-4,303,195,22-38,5.1,108,40,2.7,14-122,0,0,0,36:06,0.0,22.0,0.0,4.0,1.0,87.0,0.0,4.0,,,,0,12.0,12.0,0.0,82.0,1.0,2.0,2.0,8,2-11,0-0,80,153,16-27,5.7,-73,25,-2.9,8-80,3,2,1,23:54,39.0,0.0,5.0,1.0
43,0,401112264,,4,2,51.0,0.0,2.0,12.0,0.0,0.0,2.0,0,,6.0,0.0,28.0,2.0,20.0,8.0,24,7-14,1-1,554,348,22-32,10.9,206,43,4.8,7-80,3,0,3,36:06,2.0,,,,1.0,140.0,0.0,5.0,0.0,0.0,3.0,0,,4.0,0.0,66.0,1.0,4.0,2.0,19,7-17,1-3,304,121,22-37,3.3,183,34,5.4,8-90,2,0,2,23:54,,,,3.0
44,0,401117856,,0,0,68.0,0.0,5.0,0.0,,,,2,8.0,22.0,0.0,94.0,3.0,3.0,0.0,9,3-14,0-2,157,131,16-33,4.0,26,23,1.1,9-45,3,1,2,25:00,4.0,62.0,0.0,4.0,2.0,23.0,0.0,1.0,16.0,0.0,2.0,2,2.0,5.0,1.0,70.0,4.0,4.0,2.0,22,6-13,1-1,435,201,19-26,7.7,234,43,5.4,4-40,1,1,0,35:00,17.0,0.0,1.0,7.0
45,0,401112262,,1,3,24.0,0.0,1.0,10.0,0.0,0.0,2.0,6,0.0,7.0,0.0,90.0,1.0,0.0,5.0,19,5-18,2-2,404,295,30-52,5.7,109,25,4.4,11-95,0,0,0,28:37,0.0,26.0,0.0,4.0,4.0,36.0,0.0,3.0,,,,0,10.0,12.0,0.0,40.0,2.0,0.0,2.0,24,9-18,2-2,519,423,34-52,8.1,96,29,3.3,6-55,5,3,2,31:23,6.0,0.0,1.0,7.0
46,0,401112251,,2,4,67.0,0.0,4.0,9.0,0.0,0.0,1.0,0,4.0,12.0,0.0,94.0,4.0,2.0,4.0,24,7-14,0-0,469,232,19-26,8.9,237,48,4.9,7-62,2,2,0,32:03,1.0,5.0,0.0,3.0,1.0,30.0,0.0,7.0,,,,4,6.0,5.0,0.0,50.0,2.0,4.0,1.0,17,5-17,1-1,228,206,26-40,5.2,22,33,0.7,5-35,1,0,1,27:57,53.0,0.0,4.0,7.0
47,0,401112201,,5,5,44.0,0.0,2.0,11.0,,,,1,,34.0,1.0,38.0,16.0,0.0,2.0,24,6-13,1-2,623,306,17-30,10.2,317,48,6.6,5-45,0,0,0,31:56,0.0,,,,0.0,145.0,0.0,9.0,,,,0,2.0,16.0,0.0,45.0,0.0,0.0,1.0,4,2-17,0-1,68,67,8-19,3.5,1,38,0.0,6-42,1,1,0,28:04,51.0,1.0,5.0,
48,0,401112157,,1,2,35.0,0.0,3.0,6.0,0.0,0.0,2.0,0,,6.0,0.0,30.0,0.0,6.0,4.0,26,7-16,1-2,398,298,26-41,7.3,100,40,2.5,5-35,1,0,1,30:59,2.0,11.0,0.0,1.0,1.0,125.0,0.0,5.0,29.0,0.0,1.0,0,,14.0,0.0,86.0,6.0,4.0,4.0,25,6-13,0-0,474,326,24-41,8.0,148,33,4.5,5-65,2,0,2,29:01,0.0,0.0,1.0,14.0
49,0,401112145,,3,3,10.0,0.0,1.0,6.0,0.0,0.0,1.0,2,0.0,24.0,0.0,35.0,12.0,3.0,5.0,22,9-15,0-1,401,194,15-25,7.8,207,46,4.5,7-75,0,0,0,28:23,0.0,9.0,0.0,2.0,0.0,43.0,0.0,2.0,,,,0,2.0,3.0,0.0,43.0,4.0,0.0,2.0,16,3-13,0-0,192,128,12-28,4.6,64,38,1.7,5-36,2,1,1,31:37,24.0,0.0,3.0,3.0
50,0,401112238,,2,0,77.0,0.0,3.0,5.0,86.0,1.0,3.0,4,8.0,18.0,2.0,39.0,4.0,4.0,8.0,15,6-15,1-2,276,178,13-22,8.1,98,44,2.2,8-64,3,2,1,25:47,1.0,0.0,0.0,1.0,2.0,74.0,0.0,5.0,18.0,0.0,1.0,4,4.0,5.0,0.0,37.0,2.0,1.0,1.0,19,7-18,0-1,314,231,19-35,6.6,83,44,1.9,7-44,5,2,3,34:13,80.0,1.0,4.0,3.0
51,0,401112257,,7,3,0.0,0.0,1.0,19.0,25.0,0.0,1.0,0,6.0,11.0,0.0,32.0,14.0,0.0,5.0,35,1-8,2-3,673,342,25-37,9.2,331,45,7.4,3-30,1,1,0,32:56,0.0,,,,1.0,,,,,,,2,0.0,12.0,0.0,96.0,0.0,1.0,8.0,5,1-15,0-2,145,141,16-26,5.4,4,28,0.1,10-67,1,0,1,27:04,41.0,0.0,8.0,1.0
52,0,401112245,,0,1,41.0,0.0,2.0,5.0,0.0,0.0,2.0,4,6.0,10.0,0.0,62.0,6.0,5.0,6.0,21,7-16,0-1,365,233,23-34,6.9,132,39,3.4,8-78,2,2,0,38:12,1.0,20.0,0.0,1.0,0.0,28.0,0.0,1.0,,,,4,6.0,3.5,0.0,43.0,5.0,2.0,2.0,15,5-14,1-2,210,117,12-27,4.3,93,33,2.8,8-67,4,2,2,21:48,-1.0,0.0,2.0,1.0
53,0,401112191,,2,3,19.0,0.0,1.0,8.0,14.0,0.0,1.0,0,2.0,2.0,0.0,56.0,1.0,2.0,6.0,26,9-14,1-2,465,252,21-30,8.4,213,41,5.2,5-32,1,1,0,35:57,0.0,,,,2.0,36.0,0.0,2.0,,,,2,0.0,0.0,0.0,94.0,2.0,2.0,1.0,11,4-12,1-1,245,186,17-27,6.9,59,25,2.4,10-77,1,0,1,24:03,16.0,0.0,2.0,2.0
